,input,output,reaction_type,reactants,reagents,products,any_correct,all_correct,not_common,missed
9244,O=C(NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)c1ccc(-c2ccccc2)cc1,NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1.O=C(O)c1ccc(-c2ccccc2)cc1,2,"['O=C(O)c1ccccc1C(F)(F)F', 'CC(C)(C)OC(=O)N1CCN(C(=O)CNC(=O)c2ccc(-c3ccccc3)cc2)CC1']",[],['O=C(NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)c1ccc(-c2ccccc2)cc1'],0.0,0.0,"['O=C(O)c1ccccc1C(F)(F)F', 'CC(C)(C)OC(=O)N1CCN(C(=O)CNC(=O)c2ccc(-c3ccccc3)cc2)CC1']","['NCC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1', 'O=C(O)c1ccc(-c2ccccc2)cc1']"
9320,Cn1c(=O)oc2cc3c(cc21)OCC31C(=O)N(Cc2ccc(C(F)(F)F)o2)c2ccccc21,Cn1c(=O)oc2cc3c(cc21)OCC31C(=O)Nc2ccccc21.FC(F)(F)c1ccc(CBr)o1,1,['NCc1ccc(C(F)(F)F)o1'],['O'],['Cn1c(=O)oc2cc3c(cc21)OCC31C(=O)N(Cc2ccc(C(F)(F)F)o2)c2ccccc21'],0.0,0.0,"['NCc1ccc(C(F)(F)F)o1', 'O']","['Cn1c(=O)oc2cc3c(cc21)OCC31C(=O)Nc2ccccc21', 'FC(F)(F)c1ccc(CBr)o1']"
9333,O=C(O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F,CCOC(=O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F,6,"['O=C(O)CBr', 'OCCOCCOCCOCCOCCOCCOCC(F)(F)F']",[],['O=C(O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F'],0.0,0.0,"['O=C(O)CBr', 'OCCOCCOCCOCCOCCOCCOCC(F)(F)F']",['CCOC(=O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F']
9372,CCCCC#Cc1nc(NC(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ncn([C@@H]3C[C@H](n4cc(C)cn4)[C@@H](O)[C@H]3O)c2n1,C#CCCCC.COc1ccc(C(Nc2nc(Cl)nc3c2ncn3[C@@H]2C[C@H](n3cc(C)cn3)[C@@H](O)[C@H]2O)c2ccc(OC)cc2)cc1,3,"['CCCCC#Cc1nc(N)c2ncn([C@@H]3C[C@H](n4cc(C)cn4)[C@@H](O)[C@H]3O)c2n1', 'COc1ccc(C(O)c2ccc(OC)cc2)cc1']",[],['CCCCC#Cc1nc(NC(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ncn([C@@H]3C[C@H](n4cc(C)cn4)[C@@H](O)[C@H]3O)c2n1'],0.0,0.0,"['CCCCC#Cc1nc(N)c2ncn([C@@H]3C[C@H](n4cc(C)cn4)[C@@H](O)[C@H]3O)c2n1', 'COc1ccc(C(O)c2ccc(OC)cc2)cc1']","['C#CCCCC', 'COc1ccc(C(Nc2nc(Cl)nc3c2ncn3[C@@H]2C[C@H](n3cc(C)cn3)[C@@H](O)[C@H]2O)c2ccc(OC)cc2)cc1']"
9397,CC(C)(C)c1ccc(Cn2ccc3cc(N)ccc32)cc1,CC(C)(C)c1ccc(Cn2ccc3cc([N+](=O)[O-])ccc32)cc1,7,"['Nc1ccc2[nH]ccc2c1', 'CC(C)(C)c1ccc(CBr)cc1']",[],['CC(C)(C)c1ccc(Cn2ccc3cc(N)ccc32)cc1'],0.0,0.0,"['Nc1ccc2[nH]ccc2c1', 'CC(C)(C)c1ccc(CBr)cc1']",['CC(C)(C)c1ccc(Cn2ccc3cc([N+](=O)[O-])ccc32)cc1']
9407,CC(=O)NC1CCN(c2c(C(C)=O)cc(Cl)c3cccnc23)CC1,CC(=O)NC1CCNCC1.CC(=O)c1cc(Cl)c2cccnc2c1OS(=O)(=O)C(F)(F)F,1,['CC(=O)NC1CCN(c2ccc(Cl)c3cccnc23)CC1'],['CC(=O)Cl'],['CC(=O)NC1CCN(c2c(C(C)=O)cc(Cl)c3cccnc23)CC1'],0.0,0.0,"['CC(=O)NC1CCN(c2ccc(Cl)c3cccnc23)CC1', 'CC(=O)Cl']","['CC(=O)NC1CCNCC1', 'CC(=O)c1cc(Cl)c2cccnc2c1OS(=O)(=O)C(F)(F)F']"
9411,Cc1nn(C(F)F)cc1S(=O)(=O)N1CC(C(C)(C)O[SiH2]C(C)(C)C)Cc2ncc(NC(=O)OC(C)(C)C)cc21,CC(C)(C)OC(=O)Nc1cnc2c(c1)NCC(C(C)(C)O[SiH2]C(C)(C)C)C2.Cc1nn(C(F)F)cc1S(=O)(=O)Cl,2,"['Cc1nn(C(F)F)cc1S(=O)(=O)Cl', 'CC(C)(C)OC(=O)Cl', 'C1CC(C(C)(C)O[SiH2]C(C)(C)C)Cc2ncc(N)cc21']",[],['Cc1nn(C(F)F)cc1S(=O)(=O)N1CC(C(C)(C)O[SiH2]C(C)(C)C)Cc2ncc(NC(=O)OC(C)(C)C)cc21'],0.0,0.0,"['CC(C)(C)OC(=O)Cl', 'CC(C)(C)[SiH2]OC(C)(C)C1CCc2cc(N)cnc2C1']",['CC(C)(C)OC(=O)Nc1cnc2c(c1)NCC(C(C)(C)O[SiH2]C(C)(C)C)C2']
9412,COc1cc(F)c(F)cc1-c1ccc(OCC2CCN(C(=O)N(C)CC(=O)NS(C)(=O)=O)C2)cc1,COc1cc(F)c(F)cc1-c1ccc(OCC2CCN(C(=O)N(C)CC(=O)O)C2)cc1.CS(N)(=O)=O,2,"['COc1cc(F)c(F)cc1-c1ccc(O)cc1', 'CN(CC(=O)NS(C)(=O)=O)C(=O)N1CCC(CBr)C1']",[],['COc1cc(F)c(F)cc1-c1ccc(OCC2CCN(C(=O)N(C)CC(=O)NS(C)(=O)=O)C2)cc1'],0.0,0.0,"['COc1cc(F)c(F)cc1-c1ccc(O)cc1', 'CN(CC(=O)NS(C)(=O)=O)C(=O)N1CCC(CBr)C1']","['COc1cc(F)c(F)cc1-c1ccc(OCC2CCN(C(=O)N(C)CC(=O)O)C2)cc1', 'CS(N)(=O)=O']"
9512,CC(C)(C)c1cc(C=O)c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,CC(C)(C)c1cc(Br)c(O)c(C=O)c1.OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3,['CC(C)(C)c1cc(CO)c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1'],['O=C=O'],['CC(C)(C)c1cc(C=O)c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1'],0.0,0.0,"['CC(C)(C)c1cc(CO)c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1', 'O=C=O']","['CC(C)(C)c1cc(Br)c(O)c(C=O)c1', 'OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1']"
9534,CN1CC[C@@](O)(C#Cc2cc(-c3nc(C(N)=O)c(N)cc3F)ccc2F)C1=O,C#C[C@]1(O)CCN(C)C1=O.NC(=O)c1nc(-c2ccc(F)c(Br)c2)c(F)cc1N,3,"['CN1CCC(=O)C1', 'OC#Cc1cc(-c2nc(C(N)=O)c(N)cc2F)ccc1F']",[],['CN1CC[C@@](O)(C#Cc2cc(-c3nc(C(N)=O)c(N)cc3F)ccc2F)C1=O'],0.0,0.0,"['CN1CCC(=O)C1', 'NC(=O)c1nc(-c2ccc(F)c(C#CO)c2)c(F)cc1N']","['C#C[C@]1(O)CCN(C)C1=O', 'NC(=O)c1nc(-c2ccc(F)c(Br)c2)c(F)cc1N']"
9644,CC(C)Nc1ccc(F)cc1CN1CCC(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CC1,CC(C)Nc1ccc(F)cc1CN1CCC(COc2cc(F)c(C(=O)O)cc2C2CC2)CC1.NS(=O)(=O)C1CC1,2,"['CS(=O)(=O)NC(=O)c1cc(Cl)c(COC2C3CC4CC(C3)CC2C4)cc1F', 'CC(C)Nc1ccc(F)cc1CN1CCC(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2Cl)CC1']",[],['CC(C)Nc1ccc(F)cc1CN1CCC(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CC1'],0.0,0.0,"['CS(=O)(=O)NC(=O)c1cc(Cl)c(COC2C3CC4CC(C3)CC2C4)cc1F', 'CC(C)Nc1ccc(F)cc1CN1CCC(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2Cl)CC1']","['CC(C)Nc1ccc(F)cc1CN1CCC(COc2cc(F)c(C(=O)O)cc2C2CC2)CC1', 'NS(=O)(=O)C1CC1']"
9700,O=S(=O)(Cc1nc(-c2ccccc2)no1)c1ccccc1,ClCc1nc(-c2ccccc2)no1.O=S([O-])c1ccccc1,1,"['NC(=NO)c1ccccc1', 'O=C(O)CS(=O)(=O)c1ccccc1']",[],['O=S(=O)(Cc1nc(-c2ccccc2)no1)c1ccccc1'],0.0,0.0,"['NC(=NO)c1ccccc1', 'O=C(O)CS(=O)(=O)c1ccccc1']","['ClCc1nc(-c2ccccc2)no1', 'O=S([O-])c1ccccc1']"
9832,Cc1ccc(S(=O)(=O)NC2CCCNC2=O)cc1,Cc1ccc(S(=O)(=O)Cl)cc1.NC1CCCNC1=O,2,"['Cc1ccc(Br)cc1', 'O=S(=O)(NC2CCCNC2=O)O']",[],['Cc1ccc(S(=O)(=O)NC2CCCNC2=O)cc1'],0.0,0.0,"['Cc1ccc(Br)cc1', 'O=C1NCCCC1NS(=O)(=O)O']","['Cc1ccc(S(=O)(=O)Cl)cc1', 'NC1CCCNC1=O']"
9880,COC(=O)c1c(-c2ccccc2)c2cc(-c3ccccc3)ccc2c(=O)n1Cc1ccc2c(c1)OCO2,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc2c(c1)OCO2.OB(O)c1ccccc1,3,['COC(=O)CN(Cc1ccc2c(c1)OCO2)C(=O)c1ccc(-c2ccccc2)cc1C(=O)c1ccccc1'],[],['COC(=O)c1c(-c2ccccc2)c2cc(-c3ccccc3)ccc2c(=O)n1Cc1ccc2c(c1)OCO2'],0.0,0.0,['COC(=O)CN(Cc1ccc2c(c1)OCO2)C(=O)c1ccc(-c2ccccc2)cc1C(=O)c1ccccc1'],"['COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc2c(c1)OCO2', 'OB(O)c1ccccc1']"
9890,COc1cc(COc2nn(-c3ccccc3)cc2C=O)ccc1OCc1csc(N2CCCCC2)n1,COc1cc(CO)ccc1OCc1csc(N2CCCCC2)n1.O=Cc1cn(-c2ccccc2)nc1O,1,"['ClCc1csc(N2CCCCC2)n1', 'COc1cc(COc2nn(-c3ccccc3)cc2C=O)ccc1O']",[],['COc1cc(COc2nn(-c3ccccc3)cc2C=O)ccc1OCc1csc(N2CCCCC2)n1'],0.0,0.0,"['ClCc1csc(N2CCCCC2)n1', 'COc1cc(COc2nn(-c3ccccc3)cc2C=O)ccc1O']","['COc1cc(CO)ccc1OCc1csc(N2CCCCC2)n1', 'O=Cc1cn(-c2ccccc2)nc1O']"
9906,O=C(O)CC1CCc2c1[nH]c1ccc(-c3noc(-c4cc(OC(F)(F)F)cc(N5CCCC5)c4)n3)cc21,CCOC(=O)CC1CCc2c1[nH]c1ccc(-c3noc(-c4cc(OC(F)(F)F)cc(N5CCCC5)c4)n3)cc21,6,"['O=C(O)CC1CCc2c1[nH]c1ccc(Br)cc21', 'O=C(O)CN1CCc2cc(-c3nc(-c4cccc(N5CCCC5)c4)no3)ccc21']",[],['O=C(O)CC1CCc2c1[nH]c1ccc(-c3noc(-c4cc(OC(F)(F)F)cc(N5CCCC5)c4)n3)cc21'],0.0,0.0,"['O=C(O)CC1CCc2c1[nH]c1ccc(Br)cc21', 'O=C(O)CN1CCc2cc(-c3nc(-c4cccc(N5CCCC5)c4)no3)ccc21']",['CCOC(=O)CC1CCc2c1[nH]c1ccc(-c3noc(-c4cc(OC(F)(F)F)cc(N5CCCC5)c4)n3)cc21']
9937,O=C(O)C1=Cc2cc(-c3ccc(F)cc3)ccc2OCC1,COC(=O)C1=Cc2cc(-c3ccc(F)cc3)ccc2OCC1,6,"['COC(=O)OC', 'O=C1CCCOc2ccc(-c3ccc(F)cc3)cc21']",[],['O=C(O)C1=Cc2cc(-c3ccc(F)cc3)ccc2OCC1'],0.0,0.0,"['COC(=O)OC', 'O=C1CCCOc2ccc(-c3ccc(F)cc3)cc21']",['COC(=O)C1=Cc2cc(-c3ccc(F)cc3)ccc2OCC1']
9948,Cc1ccc(OCCCCN2CCC(c3cccc(NC(=O)C(C)C)c3)CC2)cc1C,CC(C)C(=O)Nc1cccc(C2CCNCC2)c1.Cc1ccc(OCCCCCl)cc1C,1,"['CC(C)C(=O)Nc1ccccc1', 'Cc1ccc(OCCCCN2CC=CCC2)cc1C']",[],['Cc1ccc(OCCCCN2CCC(c3cccc(NC(=O)C(C)C)c3)CC2)cc1C'],0.0,0.0,"['CC(C)C(=O)Nc1ccccc1', 'Cc1ccc(OCCCCN2CC=CCC2)cc1C']","['CC(C)C(=O)Nc1cccc(C2CCNCC2)c1', 'Cc1ccc(OCCCCCl)cc1C']"
